volcano_number,volcano_name,eruption_number,eruption_start_year,event_number,event_type,eruption_category,vei,region,primary_volcano_type,tectonic_settings,elevation,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
211020,Vesuvius,10049,-217,100120,Lapilli,Confirmed Eruption,3.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10049,-217,100121,Scoria,Confirmed Eruption,3.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10049,-217,100122,Lahar or mudflow,Confirmed Eruption,3.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10049,-217,100123,Pumice,Confirmed Eruption,3.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10050,79,100125,Explosion,Confirmed Eruption,5.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10050,79,100126,Ash,Confirmed Eruption,5.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10050,79,100127,Lapilli,Confirmed Eruption,5.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10050,79,100128,Pyroclastic flow,Confirmed Eruption,5.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10050,79,100129,Property damage,Confirmed Eruption,5.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10050,79,100130,Fatalities,Confirmed Eruption,5.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10050,79,100131,Lahar or mudflow,Confirmed Eruption,5.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10050,79,100132,Tsunami,Confirmed Eruption,5.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10050,79,100133,Caldera formation,Confirmed Eruption,5.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10050,79,100134,Evacuations,Confirmed Eruption,5.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10050,79,100135,Eruption cloud,Confirmed Eruption,5.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
211020,Vesuvius,10050,79,100136,Seismicity (volcanic),Confirmed Eruption,5.0,Mediterranean and Western Asia,Stratovolcano,Subduction zone / Continental crust (>25 km),1281.0,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,19162.0,675705.0,3907941.0,6009961.0
332010,Kilauea,10060,1790,100137,Blocks,Confirmed Eruption,4.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10061,1820,100139,Ash,Confirmed Eruption,2.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10061,1820,100140,Lapilli,Confirmed Eruption,2.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10061,1820,100141,Lava flow(s),Confirmed Eruption,2.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10061,1820,100142,Lava fountains,Confirmed Eruption,2.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10061,1820,100143,Pumice,Confirmed Eruption,2.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10062,1823,100145,Phreatic activity,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10062,1823,100146,Lava flow(s),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10062,1823,100147,Property damage,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10062,1823,100148,Fatalities,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10062,1823,100149,Blocks,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10062,1823,100150,Lava flow(s),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10063,1823,100152,Lava flow(s),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10063,1823,100153,Lava lake,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10063,1823,100154,Earthquakes (undefined),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10063,1823,100155,Partial collapse at end of eruption,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10064,1832,100157,Lava flow(s),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10064,1832,100158,Earthquakes (undefined),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10065,1840,100160,Lava flow(s),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10065,1840,100161,Lava lake,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10065,1840,100162,Property damage,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10065,1840,100163,Lava flow(s),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10065,1840,100164,Partial collapse at end of eruption,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10066,1868,100166,Explosion,Confirmed Eruption,1.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10066,1868,100167,Scoria,Confirmed Eruption,1.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10066,1868,100168,Lava flow(s),Confirmed Eruption,1.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10066,1868,100169,Earthquakes (undefined),Confirmed Eruption,1.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10066,1868,100170,Pumice,Confirmed Eruption,1.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10079,1924,100171,Phreatic activity,Confirmed Eruption,2.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10079,1924,100172,Fatalities,Confirmed Eruption,2.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10079,1924,100173,Earthquakes (undefined),Confirmed Eruption,2.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10079,1924,100174,Blocks,Confirmed Eruption,2.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10079,1924,100175,Partial collapse at end of eruption,Confirmed Eruption,2.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10080,1924,100177,Lava flow(s),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10081,1927,100179,Lava flow(s),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10081,1927,100180,Lava lake,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10081,1927,100181,Lava fountains,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10081,1927,100182,Volcanic tremor,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10081,1927,100183,Earthquakes (undefined),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10082,1928,100185,Debris avalanches,Discredited Eruption,,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10082,1928,100186,Earthquakes (undefined),Discredited Eruption,,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10083,1929,100188,Lava flow(s),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10083,1929,100189,Lava lake,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10083,1929,100190,Lava fountains,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10083,1929,100191,Volcanic tremor,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10083,1929,100192,Earthquakes (undefined),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10083,1929,100193,Deformation (inflation),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10083,1929,100194,Deformation (deflation),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10084,1929,100196,Lava flow(s),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10084,1929,100197,Lava lake,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10084,1929,100198,Lava fountains,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10084,1929,100199,Volcanic tremor,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10084,1929,100200,Earthquakes (undefined),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10084,1929,100201,Deformation (inflation),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10084,1929,100202,Deformation (deflation),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10085,1930,100204,Lava flow(s),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10090,1955,100205,Evacuations,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10090,1955,100206,Lava fountains,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10090,1955,100207,Flames,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10090,1955,100208,Loud audible noises,Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10090,1955,100209,Seismicity (volcanic),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
332010,Kilauea,10090,1955,100210,Seismicity (volcanic),Confirmed Eruption,0.0,Hawaii and Pacific Ocean,Shield,Intraplate / Oceanic crust (< 15 km),1222.0,Basalt / Picro-Basalt, , , , ,3122.0,3122.0,8495.0,169550.0
